kecamatan,periode,jumlah_kasus,tahun,bulan,nama_bulan,musim
Mampang Prapatan,2024-06-01,16,2024,6,June,Musim Kemarau
Mampang Prapatan,2024-07-01,18,2024,7,July,Musim Kemarau
Mampang Prapatan,2024-08-01,23,2024,8,August,Musim Kemarau
Mampang Prapatan,2024-09-01,15,2024,9,September,Pancaroba II
Mampang Prapatan,2024-10-01,10,2024,10,October,Pancaroba II
Mampang Prapatan,2024-11-01,5,2024,11,November,Pancaroba II
Mampang Prapatan,2024-12-01,12,2024,12,December,Musim Hujan
Mampang Prapatan,2025-01-01,15,2025,1,January,Musim Hujan
Mampang Prapatan,2025-02-01,12,2025,2,February,Musim Hujan
Mampang Prapatan,2025-03-01,15,2025,3,March,Pancaroba I
Mampang Prapatan,2025-04-01,17,2025,4,April,Pancaroba I
Mampang Prapatan,2025-05-01,21,2025,5,May,Pancaroba I
Mampang Prapatan,2025-06-01,12,2025,6,June,Musim Kemarau
Mampang Prapatan,2025-07-01,36,2025,7,July,Musim Kemarau
Mampang Prapatan,2025-08-01,16,2025,8,August,Musim Kemarau
Mampang Prapatan,2025-09-01,12,2025,9,September,Pancaroba II
Mampang Prapatan,2025-10-01,15,2025,10,October,Pancaroba II
Mampang Prapatan,2025-11-01,13,2025,11,November,Pancaroba II
Mampang Prapatan,2025-12-01,17,2025,12,December,Musim Hujan
Matraman,2010-01-01,25,2010,1,January,Musim Hujan
Matraman,2010-02-01,40,2010,2,February,Musim Hujan
Matraman,2010-03-01,56,2010,3,March,Pancaroba I
Matraman,2010-04-01,41,2010,4,April,Pancaroba I
Matraman,2010-05-01,29,2010,5,May,Pancaroba I
Matraman,2010-06-01,17,2010,6,June,Musim Kemarau
Matraman,2010-07-01,35,2010,7,July,Musim Kemarau
Matraman,2010-08-01,49,2010,8,August,Musim Kemarau
Matraman,2010-09-01,21,2010,9,September,Pancaroba II
Matraman,2010-10-01,24,2010,10,October,Pancaroba II
Matraman,2010-11-01,38,2010,11,November,Pancaroba II
Matraman,2010-12-01,30,2010,12,December,Musim Hujan
Matraman,2011-01-01,28,2011,1,January,Musim Hujan
Matraman,2011-02-01,14,2011,2,February,Musim Hujan
Matraman,2011-03-01,8,2011,3,March,Pancaroba I
Matraman,2011-04-01,4,2011,4,April,Pancaroba I
Matraman,2011-05-01,7,2011,5,May,Pancaroba I
Matraman,2011-06-01,6,2011,6,June,Musim Kemarau
Matraman,2011-07-01,6,2011,7,July,Musim Kemarau
Matraman,2011-08-01,5,2011,8,August,Musim Kemarau
Matraman,2011-09-01,3,2011,9,September,Pancaroba II
Matraman,2011-10-01,2,2011,10,October,Pancaroba II
Matraman,2011-11-01,3,2011,11,November,Pancaroba II
Matraman,2011-12-01,4,2011,12,December,Musim Hujan
Matraman,2012-01-01,9,2012,1,January,Musim Hujan
Matraman,2012-02-01,11,2012,2,February,Musim Hujan
Matraman,2012-03-01,18,2012,3,March,Pancaroba I
Matraman,2012-04-01,14,2012,4,April,Pancaroba I
Matraman,2012-05-01,20,2012,5,May,Pancaroba I
Matraman,2012-06-01,13,2012,6,June,Musim Kemarau
Matraman,2012-07-01,5,2012,7,July,Musim Kemarau
Matraman,2012-08-01,7,2012,8,August,Musim Kemarau
Matraman,2012-09-01,0,2012,9,September,Pancaroba II
Matraman,2012-10-01,0,2012,10,October,Pancaroba II
Matraman,2012-11-01,1,2012,11,November,Pancaroba II
Matraman,2012-12-01,6,2012,12,December,Musim Hujan
Matraman,2013-01-01,12,2013,1,January,Musim Hujan
Matraman,2013-02-01,10,2013,2,February,Musim Hujan
Matraman,2013-03-01,13,2013,3,March,Pancaroba I
Matraman,2013-04-01,13,2013,4,April,Pancaroba I
Matraman,2013-05-01,14,2013,5,May,Pancaroba I
Matraman,2013-06-01,13,2013,6,June,Musim Kemarau
Matraman,2013-07-01,24,2013,7,July,Musim Kemarau
Matraman,2013-08-01,23,2013,8,August,Musim Kemarau
Matraman,2013-09-01,20,2013,9,September,Pancaroba II
Matraman,2013-10-01,15,2013,10,October,Pancaroba II
Matraman,2013-11-01,3,2013,11,November,Pancaroba II
Matraman,2013-12-01,5,2013,12,December,Musim Hujan
Matraman,2014-01-01,13,2014,1,January,Musim Hujan
Matraman,2014-02-01,18,2014,2,February,Musim Hujan
Matraman,2014-03-01,30,2014,3,March,Pancaroba I
Matraman,2014-04-01,27,2014,4,April,Pancaroba I
Matraman,2014-05-01,23,2014,5,May,Pancaroba I
Matraman,2014-06-01,4,2014,6,June,Musim Kemarau
Matraman,2014-07-01,5,2014,7,July,Musim Kemarau
Matraman,2014-08-01,5,2014,8,August,Musim Kemarau
Matraman,2014-09-01,4,2014,9,September,Pancaroba II
Matraman,2014-10-01,3,2014,10,October,Pancaroba II
Matraman,2014-11-01,0,2014,11,November,Pancaroba II
Matraman,2014-12-01,3,2014,12,December,Musim Hujan
Matraman,2015-01-01,4,2015,1,January,Musim Hujan
Matraman,2015-02-01,5,2015,2,February,Musim Hujan
Matraman,2015-03-01,11,2015,3,March,Pancaroba I
Matraman,2015-04-01,15,2015,4,April,Pancaroba I
Matraman,2015-05-01,12,2015,5,May,Pancaroba I
Matraman,2015-06-01,17,2015,6,June,Musim Kemarau
Matraman,2015-07-01,6,2015,7,July,Musim Kemarau
Matraman,2015-08-01,0,2015,8,August,Musim Kemarau
Matraman,2015-09-01,3,2015,9,September,Pancaroba II
Matraman,2015-10-01,0,2015,10,October,Pancaroba II
Matraman,2015-11-01,5,2015,11,November,Pancaroba II
Matraman,2015-12-01,4,2015,12,December,Musim Hujan
Matraman,2016-01-01,16,2016,1,January,Musim Hujan
Matraman,2016-02-01,38,2016,2,February,Musim Hujan
Matraman,2016-03-01,61,2016,3,March,Pancaroba I
Matraman,2016-04-01,55,2016,4,April,Pancaroba I
Matraman,2016-05-01,25,2016,5,May,Pancaroba I
Matraman,2016-06-01,26,2016,6,June,Musim Kemarau
Matraman,2016-07-01,21,2016,7,July,Musim Kemarau
Matraman,2016-08-01,29,2016,8,August,Musim Kemarau
Matraman,2016-09-01,26,2016,9,September,Pancaroba II
Matraman,2016-10-01,42,2016,10,October,Pancaroba II
Matraman,2016-11-01,31,2016,11,November,Pancaroba II
Matraman,2016-12-01,33,2016,12,December,Musim Hujan
Matraman,2017-01-01,8,2017,1,January,Musim Hujan
Matraman,2017-02-01,6,2017,2,February,Musim Hujan
Matraman,2017-03-01,14,2017,3,March,Pancaroba I
Matraman,2017-04-01,2,2017,4,April,Pancaroba I
Matraman,2017-05-01,1,2017,5,May,Pancaroba I
Matraman,2017-06-01,3,2017,6,June,Musim Kemarau
Matraman,2017-07-01,3,2017,7,July,Musim Kemarau
Matraman,2017-08-01,2,2017,8,August,Musim Kemarau
Matraman,2017-09-01,6,2017,9,September,Pancaroba II
Matraman,2017-10-01,4,2017,10,October,Pancaroba II
Matraman,2017-11-01,5,2017,11,November,Pancaroba II
Matraman,2017-12-01,1,2017,12,December,Musim Hujan
Matraman,2018-01-01,7,2018,1,January,Musim Hujan
Matraman,2018-02-01,2,2018,2,February,Musim Hujan
Matraman,2018-03-01,12,2018,3,March,Pancaroba I
Matraman,2018-04-01,23,2018,4,April,Pancaroba I
Matraman,2018-05-01,18,2018,5,May,Pancaroba I
Matraman,2018-06-01,12,2018,6,June,Musim Kemarau
Matraman,2018-07-01,13,2018,7,July,Musim Kemarau
Matraman,2018-08-01,8,2018,8,August,Musim Kemarau
Matraman,2018-09-01,3,2018,9,September,Pancaroba II
Matraman,2018-10-01,1,2018,10,October,Pancaroba II
Matraman,2018-11-01,6,2018,11,November,Pancaroba II
Matraman,2018-12-01,5,2018,12,December,Musim Hujan
Matraman,2019-01-01,27,2019,1,January,Musim Hujan
Matraman,2019-02-01,60,2019,2,February,Musim Hujan
Matraman,2019-03-01,83,2019,3,March,Pancaroba I
Matraman,2019-04-01,35,2019,4,April,Pancaroba I
Matraman,2019-05-01,45,2019,5,May,Pancaroba I
Matraman,2019-06-01,19,2019,6,June,Musim Kemarau
Matraman,2019-07-01,9,2019,7,July,Musim Kemarau
Matraman,2019-08-01,7,2019,8,August,Musim Kemarau
Matraman,2019-09-01,2,2019,9,September,Pancaroba II
Matraman,2019-10-01,0,2019,10,October,Pancaroba II
Matraman,2019-11-01,2,2019,11,November,Pancaroba II
Matraman,2019-12-01,0,2019,12,December,Musim Hujan
Matraman,2020-01-01,0,2020,1,January,Musim Hujan
Matraman,2020-02-01,16,2020,2,February,Musim Hujan
Matraman,2020-03-01,52,2020,3,March,Pancaroba I
Matraman,2020-04-01,28,2020,4,April,Pancaroba I
Matraman,2020-05-01,21,2020,5,May,Pancaroba I
Matraman,2020-06-01,4,2020,6,June,Musim Kemarau
Matraman,2020-07-01,1,2020,7,July,Musim Kemarau
Matraman,2020-08-01,1,2020,8,August,Musim Kemarau
Matraman,2020-09-01,1,2020,9,September,Pancaroba II
Matraman,2020-10-01,0,2020,10,October,Pancaroba II
Matraman,2020-11-01,0,2020,11,November,Pancaroba II
Matraman,2020-12-01,0,2020,12,December,Musim Hujan
Matraman,2021-01-01,3,2021,1,January,Musim Hujan
Matraman,2021-02-01,1,2021,2,February,Musim Hujan
Matraman,2021-03-01,2,2021,3,March,Pancaroba I
Matraman,2021-04-01,2,2021,4,April,Pancaroba I
Matraman,2021-05-01,9,2021,5,May,Pancaroba I
Matraman,2021-06-01,1,2021,6,June,Musim Kemarau
Matraman,2021-07-01,1,2021,7,July,Musim Kemarau
Matraman,2021-08-01,3,2021,8,August,Musim Kemarau
Matraman,2021-09-01,0,2021,9,September,Pancaroba II
Matraman,2021-10-01,1,2021,10,October,Pancaroba II
Matraman,2021-11-01,5,2021,11,November,Pancaroba II
Matraman,2021-12-01,9,2021,12,December,Musim Hujan
Matraman,2022-01-01,11,2022,1,January,Musim Hujan
Matraman,2022-02-01,5,2022,2,February,Musim Hujan
Matraman,2022-03-01,14,2022,3,March,Pancaroba I
Matraman,2022-04-01,19,2022,4,April,Pancaroba I
Matraman,2022-05-01,24,2022,5,May,Pancaroba I
Matraman,2022-06-01,17,2022,6,June,Musim Kemarau
Matraman,2022-07-01,19,2022,7,July,Musim Kemarau
Matraman,2022-08-01,21,2022,8,August,Musim Kemarau
Matraman,2022-09-01,3,2022,9,September,Pancaroba II
Matraman,2022-10-01,6,2022,10,October,Pancaroba II
Matraman,2022-11-01,5,2022,11,November,Pancaroba II
Matraman,2022-12-01,4,2022,12,December,Musim Hujan
Matraman,2023-01-01,6,2023,1,January,Musim Hujan
Matraman,2023-02-01,11,2023,2,February,Musim Hujan
Matraman,2023-03-01,9,2023,3,March,Pancaroba I
Matraman,2023-04-01,13,2023,4,April,Pancaroba I
Matraman,2023-05-01,5,2023,5,May,Pancaroba I
Matraman,2023-06-01,5,2023,6,June,Musim Kemarau
Matraman,2023-07-01,3,2023,7,July,Musim Kemarau
Matraman,2023-08-01,6,2023,8,August,Musim Kemarau
Matraman,2023-09-01,6,2023,9,September,Pancaroba II
Matraman,2023-10-01,6,2023,10,October,Pancaroba II
Matraman,2023-11-01,4,2023,11,November,Pancaroba II
Matraman,2023-12-01,6,2023,12,December,Musim Hujan
Matraman,2024-01-01,4,2024,1,January,Musim Hujan
Matraman,2024-02-01,16,2024,2,February,Musim Hujan
Matraman,2024-03-01,61,2024,3,March,Pancaroba I
Matraman,2024-04-01,80,2024,4,April,Pancaroba I
Matraman,2024-05-01,89,2024,5,May,Pancaroba I
Matraman,2024-06-01,30,2024,6,June,Musim Kemarau
Matraman,2024-07-01,10,2024,7,July,Musim Kemarau
Matraman,2024-08-01,11,2024,8,August,Musim Kemarau
Matraman,2024-09-01,7,2024,9,September,Pancaroba II
Matraman,2024-10-01,7,2024,10,October,Pancaroba II
Matraman,2024-11-01,7,2024,11,November,Pancaroba II
Matraman,2024-12-01,9,2024,12,December,Musim Hujan
Matraman,2025-01-01,13,2025,1,January,Musim Hujan
Matraman,2025-02-01,10,2025,2,February,Musim Hujan
Matraman,2025-03-01,15,2025,3,March,Pancaroba I
Matraman,2025-04-01,18,2025,4,April,Pancaroba I
Matraman,2025-05-01,24,2025,5,May,Pancaroba I
Matraman,2025-06-01,20,2025,6,June,Musim Kemarau
Matraman,2025-07-01,29,2025,7,July,Musim Kemarau
Matraman,2025-08-01,18,2025,8,August,Musim Kemarau
Matraman,2025-09-01,15,2025,9,September,Pancaroba II
Matraman,2025-10-01,10,2025,10,October,Pancaroba II
Matraman,2025-11-01,5,2025,11,November,Pancaroba II
Matraman,2025-12-01,9,2025,12,December,Musim Hujan
Menteng,2010-01-01,7,2010,1,January,Musim Hujan
Menteng,2010-02-01,21,2010,2,February,Musim Hujan
Menteng,2010-03-01,25,2010,3,March,Pancaroba I
Menteng,2010-04-01,22,2010,4,April,Pancaroba I
Menteng,2010-05-01,15,2010,5,May,Pancaroba I
Menteng,2010-06-01,10,2010,6,June,Musim Kemarau
Menteng,2010-07-01,13,2010,7,July,Musim Kemarau
Menteng,2010-08-01,13,2010,8,August,Musim Kemarau
Menteng,2010-09-01,5,2010,9,September,Pancaroba II
Menteng,2010-10-01,14,2010,10,October,Pancaroba II
Menteng,2010-11-01,11,2010,11,November,Pancaroba II
Menteng,2010-12-01,6,2010,12,December,Musim Hujan
Menteng,2011-01-01,9,2011,1,January,Musim Hujan
Menteng,2011-02-01,3,2011,2,February,Musim Hujan
Menteng,2011-03-01,9,2011,3,March,Pancaroba I
Menteng,2011-04-01,5,2011,4,April,Pancaroba I
Menteng,2011-05-01,1,2011,5,May,Pancaroba I
Menteng,2011-06-01,3,2011,6,June,Musim Kemarau
Menteng,2011-07-01,10,2011,7,July,Musim Kemarau
Menteng,2011-08-01,7,2011,8,August,Musim Kemarau
Menteng,2011-09-01,3,2011,9,September,Pancaroba II
Menteng,2011-10-01,3,2011,10,October,Pancaroba II
Menteng,2011-11-01,4,2011,11,November,Pancaroba II
Menteng,2011-12-01,6,2011,12,December,Musim Hujan
Menteng,2012-01-01,11,2012,1,January,Musim Hujan
Menteng,2012-02-01,8,2012,2,February,Musim Hujan
Menteng,2012-03-01,10,2012,3,March,Pancaroba I
Menteng,2012-04-01,3,2012,4,April,Pancaroba I
Menteng,2012-05-01,3,2012,5,May,Pancaroba I
Menteng,2012-06-01,5,2012,6,June,Musim Kemarau
Menteng,2012-07-01,3,2012,7,July,Musim Kemarau
Menteng,2012-08-01,3,2012,8,August,Musim Kemarau
Menteng,2012-09-01,2,2012,9,September,Pancaroba II
Menteng,2012-10-01,2,2012,10,October,Pancaroba II
Menteng,2012-11-01,1,2012,11,November,Pancaroba II
Menteng,2012-12-01,4,2012,12,December,Musim Hujan
Menteng,2013-01-01,6,2013,1,January,Musim Hujan
Menteng,2013-02-01,6,2013,2,February,Musim Hujan
Menteng,2013-03-01,7,2013,3,March,Pancaroba I
Menteng,2013-04-01,5,2013,4,April,Pancaroba I
Menteng,2013-05-01,5,2013,5,May,Pancaroba I
Menteng,2013-06-01,11,2013,6,June,Musim Kemarau
Menteng,2013-07-01,7,2013,7,July,Musim Kemarau
Menteng,2013-08-01,4,2013,8,August,Musim Kemarau
Menteng,2013-09-01,5,2013,9,September,Pancaroba II
Menteng,2013-10-01,4,2013,10,October,Pancaroba II
Menteng,2013-11-01,1,2013,11,November,Pancaroba II
Menteng,2013-12-01,2,2013,12,December,Musim Hujan
Menteng,2014-01-01,7,2014,1,January,Musim Hujan
Menteng,2014-02-01,10,2014,2,February,Musim Hujan
Menteng,2014-03-01,15,2014,3,March,Pancaroba I
Menteng,2014-04-01,13,2014,4,April,Pancaroba I
Menteng,2014-05-01,12,2014,5,May,Pancaroba I
Menteng,2014-06-01,4,2014,6,June,Musim Kemarau
Menteng,2014-07-01,1,2014,7,July,Musim Kemarau
Menteng,2014-08-01,3,2014,8,August,Musim Kemarau
Menteng,2014-09-01,2,2014,9,September,Pancaroba II
Menteng,2014-10-01,2,2014,10,October,Pancaroba II
Menteng,2014-11-01,2,2014,11,November,Pancaroba II
Menteng,2014-12-01,2,2014,12,December,Musim Hujan
Menteng,2015-01-01,5,2015,1,January,Musim Hujan
Menteng,2015-02-01,4,2015,2,February,Musim Hujan
Menteng,2015-03-01,9,2015,3,March,Pancaroba I
Menteng,2015-04-01,7,2015,4,April,Pancaroba I
Menteng,2015-05-01,4,2015,5,May,Pancaroba I
Menteng,2015-06-01,1,2015,6,June,Musim Kemarau
Menteng,2015-07-01,1,2015,7,July,Musim Kemarau
Menteng,2015-08-01,1,2015,8,August,Musim Kemarau
Menteng,2015-09-01,1,2015,9,September,Pancaroba II
Menteng,2015-10-01,2,2015,10,October,Pancaroba II
Menteng,2015-11-01,1,2015,11,November,Pancaroba II
Menteng,2015-12-01,1,2015,12,December,Musim Hujan
Menteng,2016-01-01,6,2016,1,January,Musim Hujan
Menteng,2016-02-01,14,2016,2,February,Musim Hujan
Menteng,2016-03-01,14,2016,3,March,Pancaroba I
Menteng,2016-04-01,11,2016,4,April,Pancaroba I
Menteng,2016-05-01,3,2016,5,May,Pancaroba I
Menteng,2016-06-01,4,2016,6,June,Musim Kemarau
Menteng,2016-07-01,8,2016,7,July,Musim Kemarau
Menteng,2016-08-01,4,2016,8,August,Musim Kemarau
Menteng,2016-09-01,5,2016,9,September,Pancaroba II
Menteng,2016-10-01,6,2016,10,October,Pancaroba II
Menteng,2016-11-01,8,2016,11,November,Pancaroba II
Menteng,2016-12-01,3,2016,12,December,Musim Hujan
Menteng,2017-01-01,2,2017,1,January,Musim Hujan
Menteng,2017-02-01,0,2017,2,February,Musim Hujan
Menteng,2017-03-01,5,2017,3,March,Pancaroba I
Menteng,2017-04-01,3,2017,4,April,Pancaroba I
Menteng,2017-05-01,0,2017,5,May,Pancaroba I
Menteng,2017-06-01,3,2017,6,June,Musim Kemarau
Menteng,2017-07-01,2,2017,7,July,Musim Kemarau
Menteng,2017-08-01,1,2017,8,August,Musim Kemarau
Menteng,2017-09-01,1,2017,9,September,Pancaroba II
Menteng,2017-10-01,2,2017,10,October,Pancaroba II
Menteng,2017-11-01,2,2017,11,November,Pancaroba II
Menteng,2017-12-01,0,2017,12,December,Musim Hujan
Menteng,2018-01-01,1,2018,1,January,Musim Hujan
Menteng,2018-02-01,2,2018,2,February,Musim Hujan
Menteng,2018-03-01,1,2018,3,March,Pancaroba I
Menteng,2018-04-01,2,2018,4,April,Pancaroba I
Menteng,2018-05-01,0,2018,5,May,Pancaroba I
Menteng,2018-06-01,1,2018,6,June,Musim Kemarau
Menteng,2018-07-01,1,2018,7,July,Musim Kemarau
Menteng,2018-08-01,4,2018,8,August,Musim Kemarau
Menteng,2018-09-01,1,2018,9,September,Pancaroba II
Menteng,2018-10-01,1,2018,10,October,Pancaroba II
Menteng,2018-11-01,0,2018,11,November,Pancaroba II
Menteng,2018-12-01,3,2018,12,December,Musim Hujan
Menteng,2019-01-01,9,2019,1,January,Musim Hujan
Menteng,2019-02-01,17,2019,2,February,Musim Hujan
Menteng,2019-03-01,10,2019,3,March,Pancaroba I
Menteng,2019-04-01,7,2019,4,April,Pancaroba I
Menteng,2019-05-01,5,2019,5,May,Pancaroba I
Menteng,2019-06-01,4,2019,6,June,Musim Kemarau
Menteng,2019-07-01,0,2019,7,July,Musim Kemarau
Menteng,2019-08-01,1,2019,8,August,Musim Kemarau
Menteng,2019-09-01,0,2019,9,September,Pancaroba II
Menteng,2019-10-01,0,2019,10,October,Pancaroba II
Menteng,2019-11-01,1,2019,11,November,Pancaroba II
Menteng,2019-12-01,0,2019,12,December,Musim Hujan
Menteng,2020-01-01,2,2020,1,January,Musim Hujan
Menteng,2020-02-01,6,2020,2,February,Musim Hujan
Menteng,2020-03-01,19,2020,3,March,Pancaroba I
Menteng,2020-04-01,7,2020,4,April,Pancaroba I
Menteng,2020-05-01,3,2020,5,May,Pancaroba I
Menteng,2020-06-01,0,2020,6,June,Musim Kemarau
Menteng,2020-07-01,0,2020,7,July,Musim Kemarau
Menteng,2020-08-01,0,2020,8,August,Musim Kemarau
Menteng,2020-09-01,0,2020,9,September,Pancaroba II
Menteng,2020-10-01,0,2020,10,October,Pancaroba II
Menteng,2020-11-01,1,2020,11,November,Pancaroba II
Menteng,2020-12-01,0,2020,12,December,Musim Hujan
Menteng,2021-01-01,1,2021,1,January,Musim Hujan
Menteng,2021-02-01,2,2021,2,February,Musim Hujan
Menteng,2021-03-01,1,2021,3,March,Pancaroba I
Menteng,2021-04-01,5,2021,4,April,Pancaroba I
Menteng,2021-05-01,4,2021,5,May,Pancaroba I
Menteng,2021-06-01,0,2021,6,June,Musim Kemarau
Menteng,2021-07-01,2,2021,7,July,Musim Kemarau
Menteng,2021-08-01,1,2021,8,August,Musim Kemarau
Menteng,2021-09-01,2,2021,9,September,Pancaroba II
Menteng,2021-10-01,1,2021,10,October,Pancaroba II
Menteng,2021-11-01,1,2021,11,November,Pancaroba II
Menteng,2021-12-01,5,2021,12,December,Musim Hujan
Menteng,2022-01-01,4,2022,1,January,Musim Hujan
Menteng,2022-02-01,0,2022,2,February,Musim Hujan
Menteng,2022-03-01,0,2022,3,March,Pancaroba I
Menteng,2022-04-01,3,2022,4,April,Pancaroba I
Menteng,2022-05-01,8,2022,5,May,Pancaroba I
Menteng,2022-06-01,1,2022,6,June,Musim Kemarau
Menteng,2022-07-01,5,2022,7,July,Musim Kemarau
Menteng,2022-08-01,3,2022,8,August,Musim Kemarau
Menteng,2022-09-01,2,2022,9,September,Pancaroba II
Menteng,2022-10-01,1,2022,10,October,Pancaroba II
Menteng,2022-11-01,5,2022,11,November,Pancaroba II
Menteng,2022-12-01,1,2022,12,December,Musim Hujan
Menteng,2023-01-01,2,2023,1,January,Musim Hujan
Menteng,2023-02-01,4,2023,2,February,Musim Hujan
Menteng,2023-03-01,4,2023,3,March,Pancaroba I
Menteng,2023-04-01,0,2023,4,April,Pancaroba I
Menteng,2023-05-01,1,2023,5,May,Pancaroba I
Menteng,2023-06-01,2,2023,6,June,Musim Kemarau
Menteng,2023-07-01,1,2023,7,July,Musim Kemarau
Menteng,2023-08-01,0,2023,8,August,Musim Kemarau
Menteng,2023-09-01,2,2023,9,September,Pancaroba II
Menteng,2023-10-01,3,2023,10,October,Pancaroba II
Menteng,2023-11-01,0,2023,11,November,Pancaroba II
Menteng,2023-12-01,0,2023,12,December,Musim Hujan
Menteng,2024-01-01,0,2024,1,January,Musim Hujan
Menteng,2024-02-01,4,2024,2,February,Musim Hujan
Menteng,2024-03-01,28,2024,3,March,Pancaroba I
Menteng,2024-04-01,31,2024,4,April,Pancaroba I
Menteng,2024-05-01,22,2024,5,May,Pancaroba I
Menteng,2024-06-01,10,2024,6,June,Musim Kemarau
Menteng,2024-07-01,8,2024,7,July,Musim Kemarau
Menteng,2024-08-01,12,2024,8,August,Musim Kemarau
Menteng,2024-09-01,2,2024,9,September,Pancaroba II
Menteng,2024-10-01,1,2024,10,October,Pancaroba II
Menteng,2024-11-01,0,2024,11,November,Pancaroba II
Menteng,2024-12-01,0,2024,12,December,Musim Hujan
Menteng,2025-01-01,5,2025,1,January,Musim Hujan
Menteng,2025-02-01,5,2025,2,February,Musim Hujan
Menteng,2025-03-01,7,2025,3,March,Pancaroba I
Menteng,2025-04-01,9,2025,4,April,Pancaroba I
Menteng,2025-05-01,2,2025,5,May,Pancaroba I
Menteng,2025-06-01,8,2025,6,June,Musim Kemarau
Menteng,2025-07-01,6,2025,7,July,Musim Kemarau
Menteng,2025-08-01,2,2025,8,August,Musim Kemarau
Menteng,2025-09-01,3,2025,9,September,Pancaroba II
Menteng,2025-10-01,2,2025,10,October,Pancaroba II
Menteng,2025-11-01,0,2025,11,November,Pancaroba II
Menteng,2025-12-01,0,2025,12,December,Musim Hujan
Pademangan,2010-01-01,30,2010,1,January,Musim Hujan
Pademangan,2010-02-01,26,2010,2,February,Musim Hujan
Pademangan,2010-03-01,46,2010,3,March,Pancaroba I
Pademangan,2010-04-01,33,2010,4,April,Pancaroba I
Pademangan,2010-05-01,25,2010,5,May,Pancaroba I
Pademangan,2010-06-01,33,2010,6,June,Musim Kemarau
Pademangan,2010-07-01,28,2010,7,July,Musim Kemarau
Pademangan,2010-08-01,46,2010,8,August,Musim Kemarau
Pademangan,2010-09-01,44,2010,9,September,Pancaroba II
Pademangan,2010-10-01,20,2010,10,October,Pancaroba II
Pademangan,2010-11-01,25,2010,11,November,Pancaroba II
Pademangan,2010-12-01,31,2010,12,December,Musim Hujan
Pademangan,2011-01-01,22,2011,1,January,Musim Hujan
Pademangan,2011-02-01,17,2011,2,February,Musim Hujan
Pademangan,2011-03-01,28,2011,3,March,Pancaroba I
Pademangan,2011-04-01,19,2011,4,April,Pancaroba I
Pademangan,2011-05-01,16,2011,5,May,Pancaroba I
Pademangan,2011-06-01,17,2011,6,June,Musim Kemarau
Pademangan,2011-07-01,19,2011,7,July,Musim Kemarau
Pademangan,2011-08-01,18,2011,8,August,Musim Kemarau
Pademangan,2011-09-01,13,2011,9,September,Pancaroba II
Pademangan,2011-10-01,16,2011,10,October,Pancaroba II
Pademangan,2011-11-01,0,2011,11,November,Pancaroba II
Pademangan,2011-12-01,0,2011,12,December,Musim Hujan
Pademangan,2012-01-01,10,2012,1,January,Musim Hujan
Pademangan,2012-02-01,2,2012,2,February,Musim Hujan
Pademangan,2012-03-01,17,2012,3,March,Pancaroba I
Pademangan,2012-04-01,11,2012,4,April,Pancaroba I
Pademangan,2012-05-01,12,2012,5,May,Pancaroba I
Pademangan,2012-06-01,10,2012,6,June,Musim Kemarau
Pademangan,2012-07-01,11,2012,7,July,Musim Kemarau
Pademangan,2012-08-01,7,2012,8,August,Musim Kemarau
Pademangan,2012-09-01,1,2012,9,September,Pancaroba II
Pademangan,2012-10-01,6,2012,10,October,Pancaroba II
Pademangan,2012-11-01,6,2012,11,November,Pancaroba II
Pademangan,2012-12-01,6,2012,12,December,Musim Hujan
Pademangan,2013-01-01,6,2013,1,January,Musim Hujan
Pademangan,2013-02-01,15,2013,2,February,Musim Hujan
Pademangan,2013-03-01,18,2013,3,March,Pancaroba I
Pademangan,2013-04-01,23,2013,4,April,Pancaroba I
Pademangan,2013-05-01,26,2013,5,May,Pancaroba I
Pademangan,2013-06-01,28,2013,6,June,Musim Kemarau
Pademangan,2013-07-01,22,2013,7,July,Musim Kemarau
Pademangan,2013-08-01,24,2013,8,August,Musim Kemarau
Pademangan,2013-09-01,6,2013,9,September,Pancaroba II
Pademangan,2013-10-01,16,2013,10,October,Pancaroba II
Pademangan,2013-11-01,6,2013,11,November,Pancaroba II
Pademangan,2013-12-01,2,2013,12,December,Musim Hujan
Pademangan,2014-01-01,5,2014,1,January,Musim Hujan
Pademangan,2014-02-01,16,2014,2,February,Musim Hujan
Pademangan,2014-03-01,8,2014,3,March,Pancaroba I
Pademangan,2014-04-01,10,2014,4,April,Pancaroba I
Pademangan,2014-05-01,4,2014,5,May,Pancaroba I
Pademangan,2014-06-01,7,2014,6,June,Musim Kemarau
Pademangan,2014-07-01,15,2014,7,July,Musim Kemarau
Pademangan,2014-08-01,6,2014,8,August,Musim Kemarau
Pademangan,2014-09-01,9,2014,9,September,Pancaroba II
Pademangan,2014-10-01,6,2014,10,October,Pancaroba II
Pademangan,2014-11-01,3,2014,11,November,Pancaroba II
Pademangan,2014-12-01,3,2014,12,December,Musim Hujan
Pademangan,2015-01-01,6,2015,1,January,Musim Hujan
Pademangan,2015-02-01,16,2015,2,February,Musim Hujan
Pademangan,2015-03-01,10,2015,3,March,Pancaroba I
Pademangan,2015-04-01,20,2015,4,April,Pancaroba I
Pademangan,2015-05-01,10,2015,5,May,Pancaroba I
Pademangan,2015-06-01,9,2015,6,June,Musim Kemarau
Pademangan,2015-07-01,6,2015,7,July,Musim Kemarau
Pademangan,2015-08-01,2,2015,8,August,Musim Kemarau
